Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011566 | lrm: 1.00 | dt: 18850ms | tok/sec: 6,953 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.153020 | lrm: 1.00 | dt: 289ms | tok/sec: 453,530 | mfu: 12.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.960400 | lrm: 1.00 | dt: 198ms | tok/sec: 662,221 | mfu: 18.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.769751 | lrm: 1.00 | dt: 198ms | tok/sec: 662,332 | mfu: 18.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.392467 | lrm: 1.00 | dt: 199ms | tok/sec: 657,494 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.067028 | lrm: 1.00 | dt: 200ms | tok/sec: 656,020 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.795482 | lrm: 1.00 | dt: 198ms | tok/sec: 661,689 | mfu: 18.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.560696 | lrm: 1.00 | dt: 199ms | tok/sec: 658,224 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.357555 | lrm: 1.00 | dt: 199ms | tok/sec: 659,752 | mfu: 18.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.174063 | lrm: 1.00 | dt: 201ms | tok/sec: 653,441 | mfu: 18.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.008564 | lrm: 1.00 | dt: 200ms | tok/sec: 654,641 | mfu: 18.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.860415 | lrm: 1.00 | dt: 200ms | tok/sec: 656,464 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.731371 | lrm: 1.00 | dt: 199ms | tok/sec: 658,892 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.615690 | lrm: 1.00 | dt: 201ms | tok/sec: 653,672 | mfu: 18.3% | epoch: 1 | remaining: 299s    
step 00157 (9.9%) | loss: 3.918014 | lrm: 1.00 | dt: 204ms | tok/sec: 642,958 | mfu: 18.0% | epoch: 1 | remaining: 270s    
step 00158 (9.9%) | loss: 3.913689 | lrm: 1.00 | dt: 205ms | tok/sec: 640,770 | mfu: 17.9% | epoch: 1 | remaining: 270s    
step 00159 (10.0%) | loss: 3.909435 | lrm: 1.00 | dt: 201ms | tok/sec: 653,272 | mfu: 18.3% | epoch: 1 | remaining: 270s    
step 00160 (10.1%) | loss: 3.896767 | lrm: 1.00 | dt: 203ms | tok/sec: 645,607 | mfu: 18.1% | epoch: 1 | remaining: 270s    
step 00161 (10.1%) | loss: 3.886125 | lrm: 1.00 | dt: 203ms | tok/sec: 646,512 | mfu: 18.1% | epoch: 1 | remaining: 269s    
step 00162 (10.2%) | loss: 3.872671 | lrm: 1.00 | dt: 204ms | tok/sec: 643,543 | mfu: 18.0% | epoch: 1 | remaining: 269s    
step 00163 (10.3%) | loss: 3.865836 | lrm: 1.00 | dt: 204ms | tok/sec: 642,981 | mfu: 18.0% | epoch: 1 | remaining: 269s    
step 00164 (10.3%) | loss: 3.855120 | lrm: 1.00 | dt: 203ms | tok/sec: 647,064 | mfu: 18.1% | epoch: 1 | remaining: 269s    
step 00165 (10.4%) | loss: 3.844070 | lrm: 1.00 | dt: 204ms | tok/sec: 643,954 | mfu: 18.0% | epoch: 1 | remaining: 269s    
step 00166 (10.5%) | loss: 3.835140 | lrm: 1.00 | dt: 204ms | tok/sec: 643,835 | mfu: 18.0% | epoch: 1 | remaining: 268s    
step 00167 (10.5%) | loss: 3.831098 | lrm: 1.00 | dt: 204ms | tok/sec: 642,509 | mfu: 18.0% | epoch: 1 | remaining: 268s    
step 00168 (10.6%) | loss: 3.833491 | lrm: 1.00 | dt: 202ms | tok/sec: 647,738 | mfu: 18.1% | epoch: 1 | remaining: 268s    
step 00169 (10.7%) | loss: 3.821956 | lrm: 1.00 | dt: 202ms | tok/sec: 648,698 | mfu: 18.1% | epoch: 1 | remaining: 268s    
step 00170 (10.7%) | loss: 3.815478 | lrm: 1.00 | dt: 203ms | tok/sec: 645,161 | mfu: 18.0% | epoch: 1 | remaining: 268s    
step 00171 (10.8%) | loss: 3.813120 | lrm: 1.00 | dt: 203ms | tok/sec: 644,778 | mfu: 18.0% | epoch: 1 | remaining: 267s    
step 00172 (10.9%) | loss: 3.807412 | lrm: 1.00 | dt: 204ms | tok/sec: 642,252 | mfu: 18.0% | epoch: 1 | remaining: 267s    
step 00173 (11.0%) | loss: 3.804911 | lrm: 1.00 | dt: 203ms | tok/sec: 646,506 | mfu: 18.1% | epoch: 1 | remaining: 267s    
step 00174 (11.0%) | loss: 3.795025 | lrm: 1.00 | dt: 202ms | tok/sec: 647,833 | mfu: 18.1% | epoch: 1 | remaining: 267s    
step 00175 (11.1%) | loss: 3.794750 | lrm: 1.00 | dt: 203ms | tok/sec: 644,973 | mfu: 18.0% | epoch: 1 | remaining: 267s    
step 00176 (11.2%) | loss: 3.793402 | lrm: 1.00 | dt: 202ms | tok/sec: 648,346 | mfu: 18.1% | epoch: 1 | remaining: 266s    
step 00177 (11.2%) | loss: 3.775917 | lrm: 1.00 | dt: 204ms | tok/sec: 644,018 | mfu: 18.0% | epoch: 1 | remaining: 266s    
step 00178 (11.3%) | loss: 3.776473 | lrm: 1.00 | dt: 204ms | tok/sec: 644,023 | mfu: 18.0% | epoch: 1 | remaining: 266s    
step 00179 (11.4%) | loss: 3.770600 | lrm: 1.00 | dt: 202ms | tok/sec: 647,944 | mfu: 18.1% | epoch: 1 | remaining: 266s    
step 00180 (11.4%) | loss: 3.763722 | lrm: 1.00 | dt: 202ms | tok/sec: 649,198 | mfu: 18.2% | epoch: 1 | remaining: 266s    
step 00181 (11.5%) | loss: 3.759577 | lrm: 1.00 | dt: 204ms | tok/sec: 642,437 | mfu: 18.0% | epoch: 1 | remaining: 265s    
step 00182 (11.6%) | loss: 3.752603 | lrm: 1.00 | dt: 204ms | tok/sec: 643,428 | mfu: 18.0% | epoch: 1 | remaining: 265s    
step 00183 (11.6%) | loss: 3.755115 | lrm: 1.00 | dt: 201ms | tok/sec: 651,472 | mfu: 18.2% | epoch: 1 | remaining: 265s    
step 00184 (11.7%) | loss: 3.746706 | lrm: 1.00 | dt: 204ms | tok/sec: 643,742 | mfu: 18.0% | epoch: 1 | remaining: 265s    
step 00185 (11.8%) | loss: 3.739179 | lrm: 1.00 | dt: 203ms | tok/sec: 644,719 | mfu: 18.0% | epoch: 1 | remaining: 265s    
step 00186 (11.8%) | loss: 3.739499 | lrm: 1.00 | dt: 204ms | tok/sec: 643,064 | mfu: 18.0% | epoch: 1 | remaining: 264s    
step 00187 (11.9%) | loss: 3.734195 | lrm: 1.00 | dt: 205ms | tok/sec: 640,775 | mfu: 17.9% | epoch: 1 | remaining: 264s    
step 00188 (12.0%) | loss: 3.723783 | lrm: 1.00 | dt: 203ms | tok/sec: 645,905 | mfu: 18.1% | epoch: 1 | remaining: 264s    
step 00189 (12.0%) | loss: 3.721023 | lrm: 1.00 | dt: 203ms | tok/sec: 646,092 | mfu: 18.1% | epoch: 1 | remaining: 264s    
step 00190 (12.1%) | loss: 3.707054 | lrm: 1.00 | dt: 202ms | tok/sec: 649,181 | mfu: 18.2% | epoch: 1 | remaining: 263s    
step 00191 (12.2%) | loss: 3.695118 | lrm: 1.00 | dt: 204ms | tok/sec: 641,451 | mfu: 17.9% | epoch: 1 | remaining: 263s    
step 00192 (12.2%) | loss: 3.692054 | lrm: 1.00 | dt: 203ms | tok/sec: 645,382 | mfu: 18.1% | epoch: 1 | remaining: 263s    
step 00193 (12.3%) | loss: 3.684176 | lrm: 1.00 | dt: 204ms | tok/sec: 643,241 | mfu: 18.0% | epoch: 1 | remaining: 263s    
step 00194 (12.4%) | loss: 3.683536 | lrm: 1.00 | dt: 203ms | tok/sec: 644,658 | mfu: 18.0% | epoch: 1 | remaining: 263s    
step 00195 (12.4%) | loss: 3.687486 | lrm: 1.00 | dt: 203ms | tok/sec: 644,914 | mfu: 18.0% | epoch: 1 | remaining: 262s    
step 00196 (12.5%) | loss: 3.688519 | lrm: 1.00 | dt: 204ms | tok/sec: 643,794 | mfu: 18.0% | epoch: 1 | remaining: 262s    
step 00197 (12.6%) | loss: 3.685327 | lrm: 1.00 | dt: 205ms | tok/sec: 640,160 | mfu: 17.9% | epoch: 1 | remaining: 262s    
step 00198 (12.6%) | loss: 3.686623 | lrm: 1.00 | dt: 202ms | tok/sec: 648,071 | mfu: 18.1% | epoch: 1 | remaining: 262s    
step 00199 (12.7%) | loss: 3.678350 | lrm: 1.00 | dt: 202ms | tok/sec: 647,614 | mfu: 18.1% | epoch: 1 | remaining: 262s    
step 00200 (12.8%) | loss: 3.672930 | lrm: 1.00 | dt: 203ms | tok/sec: 646,588 | mfu: 18.1% | epoch: 1 | remaining: 261s    
step 00201 (12.8%) | loss: 3.670907 | lrm: 1.00 | dt: 203ms | tok/sec: 646,167 | mfu: 18.1% | epoch: 1 | remaining: 261s    
step 00202 (12.9%) | loss: 3.662570 | lrm: 1.00 | dt: 204ms | tok/sec: 641,957 | mfu: 18.0% | epoch: 1 | remaining: 261s    
step 00203 (13.0%) | loss: 3.660938 | lrm: 1.00 | dt: 202ms | tok/sec: 647,899 | mfu: 18.1% | epoch: 1 | remaining: 261s    
step 00204 (13.1%) | loss: 3.654090 | lrm: 1.00 | dt: 203ms | tok/sec: 644,701 | mfu: 18.0% | epoch: 1 | remaining: 261s    
step 00205 (13.1%) | loss: 3.652571 | lrm: 1.00 | dt: 203ms | tok/sec: 645,851 | mfu: 18.1% | epoch: 1 | remaining: 260s    
step 00206 (13.2%) | loss: 3.650091 | lrm: 1.00 | dt: 202ms | tok/sec: 647,865 | mfu: 18.1% | epoch: 1 | remaining: 260s    
step 00207 (13.3%) | loss: 3.650772 | lrm: 1.00 | dt: 204ms | tok/sec: 643,247 | mfu: 18.0% | epoch: 1 | remaining: 260s    
step 00208 (13.3%) | loss: 3.648726 | lrm: 1.00 | dt: 203ms | tok/sec: 646,801 | mfu: 18.1% | epoch: 1 | remaining: 260s    
step 00209 (13.4%) | loss: 3.644077 | lrm: 1.00 | dt: 203ms | tok/sec: 646,176 | mfu: 18.1% | epoch: 1 | remaining: 260s    
step 00210 (13.5%) | loss: 3.636782 | lrm: 1.00 | dt: 205ms | tok/sec: 640,842 | mfu: 17.9% | epoch: 1 | remaining: 259s    
step 00211 (13.5%) | loss: 3.636926 | lrm: 1.00 | dt: 203ms | tok/sec: 644,244 | mfu: 18.0% | epoch: 1 | remaining: 259s    
step 00212 (13.6%) | loss: 3.633777 | lrm: 1.00 | dt: 204ms | tok/sec: 642,914 | mfu: 18.0% | epoch: 1 | remaining: 259s    
step 00213 (13.7%) | loss: 3.632230 | lrm: 1.00 | dt: 203ms | tok/sec: 646,923 | mfu: 18.1% | epoch: 1 | remaining: 259s    
step 00214 (13.7%) | loss: 3.632198 | lrm: 1.00 | dt: 204ms | tok/sec: 643,859 | mfu: 18.0% | epoch: 1 | remaining: 259s    
step 00215 (13.8%) | loss: 3.631642 | lrm: 1.00 | dt: 202ms | tok/sec: 647,464 | mfu: 18.1% | epoch: 1 | remaining: 258s    
step 00216 (13.9%) | loss: 3.629505 | lrm: 1.00 | dt: 203ms | tok/sec: 644,740 | mfu: 18.0% | epoch: 1 | remaining: 258s    
step 00217 (13.9%) | loss: 3.632269 | lrm: 1.00 | dt: 203ms | tok/sec: 644,328 | mfu: 18.0% | epoch: 1 | remaining: 258s    
step 00218 (14.0%) | loss: 3.628414 | lrm: 1.00 | dt: 203ms | tok/sec: 645,158 | mfu: 18.0% | epoch: 1 | remaining: 258s    
step 00219 (14.1%) | loss: 3.631119 | lrm: 1.00 | dt: 203ms | tok/sec: 644,820 | mfu: 18.0% | epoch: 1 | remaining: 258s    
step 00220 (14.1%) | loss: 3.633239 | lrm: 1.00 | dt: 203ms | tok/sec: 645,130 | mfu: 18.0% | epoch: 1 | remaining: 257s    
step 00221 (14.2%) | loss: 3.632020 | lrm: 1.00 | dt: 203ms | tok/sec: 646,347 | mfu: 18.1% | epoch: 1 | remaining: 257s    
step 00222 (14.3%) | loss: 3.631475 | lrm: 1.00 | dt: 203ms | tok/sec: 645,488 | mfu: 18.1% | epoch: 1 | remaining: 257s    
step 00223 (14.3%) | loss: 3.624850 | lrm: 1.00 | dt: 201ms | tok/sec: 651,584 | mfu: 18.2% | epoch: 1 | remaining: 257s    
step 00224 (14.4%) | loss: 3.624369 | lrm: 1.00 | dt: 205ms | tok/sec: 640,868 | mfu: 17.9% | epoch: 1 | remaining: 257s    
step 00225 (14.5%) | loss: 3.613718 | lrm: 1.00 | dt: 204ms | tok/sec: 643,565 | mfu: 18.0% | epoch: 1 | remaining: 256s    
step 00226 (14.5%) | loss: 3.618432 | lrm: 1.00 | dt: 203ms | tok/sec: 644,095 | mfu: 18.0% | epoch: 1 | remaining: 256s    
step 00227 (14.6%) | loss: 3.619342 | lrm: 1.00 | dt: 203ms | tok/sec: 644,528 | mfu: 18.0% | epoch: 1 | remaining: 256s    
step 00228 (14.7%) | loss: 3.614187 | lrm: 1.00 | dt: 202ms | tok/sec: 648,167 | mfu: 18.1% | epoch: 1 | remaining: 256s    
step 00229 (14.7%) | loss: 3.613221 | lrm: 1.00 | dt: 202ms | tok/sec: 648,590 | mfu: 18.1% | epoch: 1 | remaining: 256s    
step 00230 (14.8%) | loss: 3.611721 | lrm: 1.00 | dt: 204ms | tok/sec: 643,067 | mfu: 18.0% | epoch: 1 | remaining: 255s    
step 00231 (14.9%) | loss: 3.608533 | lrm: 1.00 | dt: 203ms | tok/sec: 644,584 | mfu: 18.0% | epoch: 1 | remaining: 255s    
step 00232 (14.9%) | loss: 3.605582 | lrm: 1.00 | dt: 204ms | tok/sec: 642,925 | mfu: 18.0% | epoch: 1 | remaining: 255s    
step 00233 (15.0%) | loss: 3.599193 | lrm: 1.00 | dt: 204ms | tok/sec: 642,397 | mfu: 18.0% | epoch: 1 | remaining: 255s    
step 00234 (15.1%) | loss: 3.595089 | lrm: 1.00 | dt: 204ms | tok/sec: 641,606 | mfu: 17.9% | epoch: 1 | remaining: 255s    
step 00235 (15.2%) | loss: 3.590633 | lrm: 1.00 | dt: 203ms | tok/sec: 644,780 | mfu: 18.0% | epoch: 1 | remaining: 254s    
step 00236 (15.2%) | loss: 3.589745 | lrm: 1.00 | dt: 204ms | tok/sec: 644,070 | mfu: 18.0% | epoch: 1 | remaining: 254s    
step 00237 (15.3%) | loss: 3.590559 | lrm: 1.00 | dt: 204ms | tok/sec: 643,247 | mfu: 18.0% | epoch: 1 | remaining: 254s    
step 00238 (15.4%) | loss: 3.592850 | lrm: 1.00 | dt: 202ms | tok/sec: 648,313 | mfu: 18.1% | epoch: 1 | remaining: 254s    
step 00239 (15.4%) | loss: 3.593325 | lrm: 1.00 | dt: 203ms | tok/sec: 647,222 | mfu: 18.1% | epoch: 1 | remaining: 254s    
step 00240 (15.5%) | loss: 3.588188 | lrm: 1.00 | dt: 204ms | tok/sec: 643,479 | mfu: 18.0% | epoch: 1 | remaining: 253s    
step 00241 (15.6%) | loss: 3.585012 | lrm: 1.00 | dt: 204ms | tok/sec: 641,549 | mfu: 17.9% | epoch: 1 | remaining: 253s    
step 00242 (15.6%) | loss: 3.583750 | lrm: 1.00 | dt: 203ms | tok/sec: 645,521 | mfu: 18.1% | epoch: 1 | remaining: 253s    
step 00243 (15.7%) | loss: 3.582748 | lrm: 1.00 | dt: 205ms | tok/sec: 639,706 | mfu: 17.9% | epoch: 1 | remaining: 253s    
step 00244 (15.8%) | loss: 3.577585 | lrm: 1.00 | dt: 204ms | tok/sec: 642,515 | mfu: 18.0% | epoch: 1 | remaining: 253s    
step 00245 (15.8%) | loss: 3.577727 | lrm: 1.00 | dt: 202ms | tok/sec: 647,531 | mfu: 18.1% | epoch: 1 | remaining: 252s    
step 00246 (15.9%) | loss: 3.577150 | lrm: 1.00 | dt: 203ms | tok/sec: 645,310 | mfu: 18.1% | epoch: 1 | remaining: 252s    
step 00247 (16.0%) | loss: 3.568858 | lrm: 1.00 | dt: 203ms | tok/sec: 646,243 | mfu: 18.1% | epoch: 1 | remaining: 252s    
step 00248 (16.0%) | loss: 3.571347 | lrm: 1.00 | dt: 203ms | tok/sec: 646,291 | mfu: 18.1% | epoch: 1 | remaining: 252s    
step 00249 (16.1%) | loss: 3.572871 | lrm: 1.00 | dt: 203ms | tok/sec: 644,216 | mfu: 18.0% | epoch: 1 | remaining: 251s    
step 00250 (16.2%) | loss: 3.570423 | lrm: 1.00 | dt: 203ms | tok/sec: 645,293 | mfu: 18.1% | epoch: 1 | remaining: 251s    
step 00251 (16.2%) | loss: 3.573516 | lrm: 1.00 | dt: 204ms | tok/sec: 642,249 | mfu: 18.0% | epoch: 1 | remaining: 251s    
step 00252 (16.3%) | loss: 3.566649 | lrm: 1.00 | dt: 204ms | tok/sec: 642,286 | mfu: 18.0% | epoch: 1 | remaining: 251s    
step 00253 (16.4%) | loss: 3.566908 | lrm: 1.00 | dt: 203ms | tok/sec: 646,519 | mfu: 18.1% | epoch: 1 | remaining: 251s    
step 00254 (16.4%) | loss: 3.562273 | lrm: 1.00 | dt: 202ms | tok/sec: 648,129 | mfu: 18.1% | epoch: 1 | remaining: 250s    
step 00255 (16.5%) | loss: 3.566087 | lrm: 1.00 | dt: 203ms | tok/sec: 645,243 | mfu: 18.1% | epoch: 1 | remaining: 250s    
step 00256 (16.6%) | loss: 3.561567 | lrm: 1.00 | dt: 202ms | tok/sec: 647,590 | mfu: 18.1% | epoch: 1 | remaining: 250s    
step 00257 (16.6%) | loss: 3.554770 | lrm: 1.00 | dt: 204ms | tok/sec: 643,467 | mfu: 18.0% | epoch: 1 | remaining: 250s    
step 00258 (16.7%) | loss: 3.547175 | lrm: 1.00 | dt: 204ms | tok/sec: 640,965 | mfu: 17.9% | epoch: 1 | remaining: 250s    
step 00259 (16.8%) | loss: 3.553383 | lrm: 1.00 | dt: 203ms | tok/sec: 644,255 | mfu: 18.0% | epoch: 1 | remaining: 249s    
step 00260 (16.8%) | loss: 3.552762 | lrm: 1.00 | dt: 204ms | tok/sec: 643,944 | mfu: 18.0% | epoch: 1 | remaining: 249s    
step 00261 (16.9%) | loss: 3.548054 | lrm: 1.00 | dt: 204ms | tok/sec: 640,977 | mfu: 17.9% | epoch: 1 | remaining: 249s    
step 00262 (17.0%) | loss: 3.544457 | lrm: 1.00 | dt: 203ms | tok/sec: 645,968 | mfu: 18.1% | epoch: 1 | remaining: 249s    
step 00263 (17.0%) | loss: 3.535043 | lrm: 1.00 | dt: 203ms | tok/sec: 646,616 | mfu: 18.1% | epoch: 1 | remaining: 249s    
step 00264 (17.1%) | loss: 3.535676 | lrm: 1.00 | dt: 203ms | tok/sec: 645,466 | mfu: 18.1% | epoch: 1 | remaining: 248s    
step 00265 (17.2%) | loss: 3.537542 | lrm: 1.00 | dt: 204ms | tok/sec: 643,607 | mfu: 18.0% | epoch: 1 | remaining: 248s    
step 00266 (17.3%) | loss: 3.543014 | lrm: 1.00 | dt: 204ms | tok/sec: 641,488 | mfu: 17.9% | epoch: 1 | remaining: 248s    
step 00267 (17.3%) | loss: 3.537191 | lrm: 1.00 | dt: 203ms | tok/sec: 645,140 | mfu: 18.0% | epoch: 1 | remaining: 248s    
step 00268 (17.4%) | loss: 3.543855 | lrm: 1.00 | dt: 204ms | tok/sec: 643,284 | mfu: 18.0% | epoch: 1 | remaining: 248s    
step 00269 (17.5%) | loss: 3.541284 | lrm: 1.00 | dt: 204ms | tok/sec: 643,638 | mfu: 18.0% | epoch: 1 | remaining: 247s    
step 00270 (17.5%) | loss: 3.538673 | lrm: 1.00 | dt: 202ms | tok/sec: 648,368 | mfu: 18.1% | epoch: 1 | remaining: 247s    
step 00271 (17.6%) | loss: 3.539996 | lrm: 1.00 | dt: 204ms | tok/sec: 642,274 | mfu: 18.0% | epoch: 1 | remaining: 247s    
step 00272 (17.7%) | loss: 3.537159 | lrm: 1.00 | dt: 203ms | tok/sec: 645,906 | mfu: 18.1% | epoch: 1 | remaining: 247s    
step 00273 (17.7%) | loss: 3.539147 | lrm: 1.00 | dt: 203ms | tok/sec: 644,482 | mfu: 18.0% | epoch: 1 | remaining: 247s    
step 00274 (17.8%) | loss: 3.541087 | lrm: 1.00 | dt: 203ms | tok/sec: 644,843 | mfu: 18.0% | epoch: 1 | remaining: 246s    
step 00275 (17.9%) | loss: 3.538700 | lrm: 1.00 | dt: 203ms | tok/sec: 644,238 | mfu: 18.0% | epoch: 1 | remaining: 246s    
step 00276 (17.9%) | loss: 3.538896 | lrm: 1.00 | dt: 206ms | tok/sec: 637,537 | mfu: 17.8% | epoch: 1 | remaining: 246s    
step 00277 (18.0%) | loss: 3.537745 | lrm: 1.00 | dt: 203ms | tok/sec: 644,976 | mfu: 18.0% | epoch: 1 | remaining: 246s    
step 00278 (18.1%) | loss: 3.534801 | lrm: 1.00 | dt: 203ms | tok/sec: 645,640 | mfu: 18.1% | epoch: 1 | remaining: 246s    
step 00279 (18.1%) | loss: 3.540145 | lrm: 1.00 | dt: 202ms | tok/sec: 649,282 | mfu: 18.2% | epoch: 1 | remaining: 245s    
step 00280 (18.2%) | loss: 3.536704 | lrm: 1.00 | dt: 203ms | tok/sec: 645,652 | mfu: 18.1% | epoch: 1 | remaining: 245s    
step 00281 (18.3%) | loss: 3.531698 | lrm: 1.00 | dt: 204ms | tok/sec: 642,748 | mfu: 18.0% | epoch: 1 | remaining: 245s    
step 00282 (18.3%) | loss: 3.529137 | lrm: 1.00 | dt: 203ms | tok/sec: 646,474 | mfu: 18.1% | epoch: 1 | remaining: 245s    
step 00283 (18.4%) | loss: 3.525754 | lrm: 1.00 | dt: 203ms | tok/sec: 644,860 | mfu: 18.0% | epoch: 1 | remaining: 245s    
step 00284 (18.5%) | loss: 3.517974 | lrm: 1.00 | dt: 204ms | tok/sec: 643,278 | mfu: 18.0% | epoch: 1 | remaining: 244s    
step 00285 (18.5%) | loss: 3.518644 | lrm: 1.00 | dt: 204ms | tok/sec: 642,965 | mfu: 18.0% | epoch: 1 | remaining: 244s    
step 00286 (18.6%) | loss: 3.529707 | lrm: 1.00 | dt: 203ms | tok/sec: 646,673 | mfu: 18.1% | epoch: 1 | remaining: 244s    
step 00287 (18.7%) | loss: 3.525920 | lrm: 1.00 | dt: 202ms | tok/sec: 648,749 | mfu: 18.1% | epoch: 1 | remaining: 244s    
step 00288 (18.7%) | loss: 3.511742 | lrm: 1.00 | dt: 202ms | tok/sec: 647,740 | mfu: 18.1% | epoch: 1 | remaining: 244s    
step 00289 (18.8%) | loss: 3.508712 | lrm: 1.00 | dt: 204ms | tok/sec: 642,967 | mfu: 18.0% | epoch: 1 | remaining: 243s    
step 00290 (18.9%) | loss: 3.505750 | lrm: 1.00 | dt: 204ms | tok/sec: 641,998 | mfu: 18.0% | epoch: 1 | remaining: 243s    
step 00291 (18.9%) | loss: 3.505374 | lrm: 1.00 | dt: 205ms | tok/sec: 640,367 | mfu: 17.9% | epoch: 1 | remaining: 243s    
step 00292 (19.0%) | loss: 3.511312 | lrm: 1.00 | dt: 203ms | tok/sec: 645,763 | mfu: 18.1% | epoch: 1 | remaining: 243s    
step 00293 (19.1%) | loss: 3.514715 | lrm: 1.00 | dt: 203ms | tok/sec: 645,004 | mfu: 18.0% | epoch: 1 | remaining: 243s    
step 00294 (19.2%) | loss: 3.504307 | lrm: 1.00 | dt: 203ms | tok/sec: 645,872 | mfu: 18.1% | epoch: 1 | remaining: 242s    
step 00295 (19.2%) | loss: 3.501780 | lrm: 1.00 | dt: 204ms | tok/sec: 642,828 | mfu: 18.0% | epoch: 1 | remaining: 242s    
step 00296 (19.3%) | loss: 3.502477 | lrm: 1.00 | dt: 203ms | tok/sec: 644,530 | mfu: 18.0% | epoch: 1 | remaining: 242s    
step 00297 (19.4%) | loss: 3.504515 | lrm: 1.00 | dt: 203ms | tok/sec: 644,146 | mfu: 18.0% | epoch: 1 | remaining: 242s    
step 00298 (19.4%) | loss: 3.498744 | lrm: 1.00 | dt: 203ms | tok/sec: 645,715 | mfu: 18.1% | epoch: 1 | remaining: 242s    
step 00299 (19.5%) | loss: 3.496586 | lrm: 1.00 | dt: 205ms | tok/sec: 640,794 | mfu: 17.9% | epoch: 1 | remaining: 241s    
step 00300 (19.6%) | loss: 3.494201 | lrm: 1.00 | dt: 204ms | tok/sec: 643,973 | mfu: 18.0% | epoch: 1 | remaining: 241s    
step 00301 (19.6%) | loss: 3.494663 | lrm: 1.00 | dt: 204ms | tok/sec: 642,321 | mfu: 18.0% | epoch: 1 | remaining: 241s    
step 00302 (19.7%) | loss: 3.496174 | lrm: 1.00 | dt: 203ms | tok/sec: 646,432 | mfu: 18.1% | epoch: 1 | remaining: 241s    
step 00303 (19.8%) | loss: 3.495746 | lrm: 1.00 | dt: 203ms | tok/sec: 645,115 | mfu: 18.0% | epoch: 1 | remaining: 241s    
step 00304 (19.8%) | loss: 3.497136 | lrm: 1.00 | dt: 204ms | tok/sec: 641,377 | mfu: 17.9% | epoch: 1 | remaining: 240s    
step 00305 (19.9%) | loss: 3.493162 | lrm: 1.00 | dt: 203ms | tok/sec: 646,344 | mfu: 18.1% | epoch: 1 | remaining: 240s    
step 00306 (20.0%) | loss: 3.497161 | lrm: 1.00 | dt: 203ms | tok/sec: 645,100 | mfu: 18.0% | epoch: 1 | remaining: 240s    
step 00307 (20.0%) | loss: 3.494915 | lrm: 1.00 | dt: 204ms | tok/sec: 643,814 | mfu: 18.0% | epoch: 1 | remaining: 240s    
step 00308 (20.1%) | loss: 3.492516 | lrm: 1.00 | dt: 204ms | tok/sec: 642,845 | mfu: 18.0% | epoch: 1 | remaining: 239s    
step 00309 (20.2%) | loss: 3.497715 | lrm: 1.00 | dt: 205ms | tok/sec: 638,732 | mfu: 17.9% | epoch: 1 | remaining: 239s    
step 00310 (20.2%) | loss: 3.501690 | lrm: 1.00 | dt: 204ms | tok/sec: 641,313 | mfu: 17.9% | epoch: 1 | remaining: 239s    
step 00311 (20.3%) | loss: 3.504222 | lrm: 1.00 | dt: 202ms | tok/sec: 648,166 | mfu: 18.1% | epoch: 1 | remaining: 239s    
step 00312 (20.4%) | loss: 3.502477 | lrm: 1.00 | dt: 204ms | tok/sec: 643,497 | mfu: 18.0% | epoch: 1 | remaining: 239s    
step 00313 (20.4%) | loss: 3.508921 | lrm: 1.00 | dt: 204ms | tok/sec: 643,470 | mfu: 18.0% | epoch: 1 | remaining: 238s    
step 00314 (20.5%) | loss: 3.501193 | lrm: 1.00 | dt: 202ms | tok/sec: 648,332 | mfu: 18.1% | epoch: 1 | remaining: 238s    
step 00315 (20.6%) | loss: 3.493784 | lrm: 1.00 | dt: 204ms | tok/sec: 643,328 | mfu: 18.0% | epoch: 1 | remaining: 238s    
